name,price,odometer,is_dealer,link,condition,fuel,paint color,title status,transmission,type,cylinders,drive,location,VIN,est. monthly pmt,year,age,make,model,City (L/100 km),Highway (L/100 km),Combined (L/100 km),market,km_per_year,usage_ratio,usage_category,annual_fuel_cost
2010 Ford Fusion SEL - Runs & Drives Excellent!!,4500,203000.0,0,https://www.craigslist.org/view/d/surrey-upper-west-2010-ford-fusion-sel/uVbueUupcgEqcZNaPn1eEb,good,gas,grey,rebuilt,automatic,sedan,4.0,fwd,Surrey,,,2010.0,16.0,Ford,Fusion S,10.55,7.25,9.1,American,12687.5,0.85,Average,2457.0
Toyota Prius 2007,6500,319000.0,0,https://www.craigslist.org/view/d/new-westminster-northeast-toyota-prius/cGDb4RYht7QpwNfwSHQfpY,good,gas,blue,clean,automatic,sedan,4.0,,New Westminster,,,2007.0,19.0,Toyota,Prius,5.0,5.1,5.1,Japanese,16789.5,1.12,Average,1377.0
1972 TR6 Restoration Project Vehicle,8000,111.0,0,https://www.craigslist.org/view/d/surrey-1972-tr6-restoration-project/rgWgbDwHb14AsUYQBzD2Jo,good,gas,,clean,manual,convertible,4.0,,Surrey,,,1972.0,54.0,,,,,,,2.1,0.0,Ultra Low/Weekend,
2009 Toyota Corolla,2950,179000.0,0,https://www.craigslist.org/view/d/vancouver-2009-toyota-corolla/d3Fv86MD2ysiHZqcKyXmck,good,gas,white,clean,automatic,sedan,4.0,fwd,Vancouver,,,2009.0,17.0,Toyota,Corolla,9.75,7.25,8.6,Japanese,10529.4,0.7,Below Average,2322.0
1955 Dodge Royal Lancer,6000,85000.0,0,https://www.craigslist.org/view/d/surrey-1955-dodge-royal-lancer/9SVHtcXPai5LZkc2V8b1Rk,,gas,,clean,automatic,,,,Surrey,,,1955.0,71.0,Dodge,,,,,American,1197.2,0.08,Ultra Low/Weekend,
"1969 Mustang. Solid body, 390 engine, automatic",6000,100000.0,0,https://www.craigslist.org/view/d/surrey-1969-mustang-solid-body-390/jXJQtN5PkL6x5JzZ35N4mC,,gas,,clean,automatic,coupe,,,Surrey,,,1969.0,57.0,,,,,,,1754.4,0.12,Ultra Low/Weekend,
1975 Bricklin SV1,5500,100000.0,0,https://www.craigslist.org/view/d/surrey-1975-bricklin-sv1/vU2CL5MoHSTEYyQcTnH1QK,,gas,,clean,automatic,,,,Surrey,,,1975.0,51.0,,,,,,,1960.8,0.13,Ultra Low/Weekend,
1982 Volkswagen Westfalia pop up campervan,5000,130000.0,0,https://www.craigslist.org/view/d/surrey-1982-volkswagen-westfalia-pop-up/dCXvmv5PvoT41rhBJJAZyK,,gas,,clean,manual,van,,,Surrey,,,1982.0,44.0,Volkswagen,,,,,European,2954.5,0.2,Ultra Low/Weekend,
2005 Maserati cambiocorsa coupe,29000,35700.0,0,https://www.craigslist.org/view/d/new-westminster-southwest-2005-maserati/4gykbLP2wWCuHwQRA3TsBH,excellent,gas,black,clean,other,coupe,8.0,rwd,New Westminster,,,2005.0,21.0,Maserati,Coupe,22.5,15.3,19.3,,1700.0,0.11,Ultra Low/Weekend,5211.0
2006 BMW M6 *V10 Monster*,24000,154000.0,0,https://www.craigslist.org/view/d/delta-northeast-2006-bmw-m6-v10-monster/c69Q1vemsEvWeHvrrPkL5a,excellent,gas,,rebuilt,other,,10.0,,Delta,,,2006.0,20.0,BMW,M6,,,,European,7700.0,0.51,Ultra Low/Weekend,
2006 BMW 750I,12500,149000.0,0,https://www.craigslist.org/view/d/coquitlam-north-2006-bmw-750i/fiJgmJkeUoXRT9VxhoucBH,like new,gas,,clean,automatic,sedan,8.0,4wd,Coquitlam,,,2006.0,20.0,BMW,750i,15.4,10.3,13.1,European,7450.0,0.5,Ultra Low/Weekend,3537.0
1969 beaumont.fresh build,32000,1235.0,0,https://www.craigslist.org/view/d/langley-city-1969-beaumontfresh-build/rDbDMrL4wEfWkoSNL8aocn,good,gas,blue,clean,automatic,coupe,8.0,,Langley,,,1969.0,57.0,,,,,,,21.7,0.0,Ultra Low/Weekend,
2007 Mazda 6,3800,209787.0,0,https://www.craigslist.org/view/d/vancouver-2007-mazda/uaEvyi1AFwHyuiH8icZjtp,good,gas,silver,clean,automatic,sedan,6.0,,Vancouver,,,2007.0,19.0,Mazda,Mazda6,13.6,9.5,11.75,Japanese,11041.4,0.74,Below Average,3172.0
2003 honda Cr-v 4cyl 4wd EX,3900,128000.0,0,https://www.craigslist.org/view/d/surrey-2003-honda-cr-4cyl-4wd-ex/gmLpwDrydHGhn8CbqTBeiN,,gas,,clean,automatic,SUV,,,Surrey,,,2003.0,23.0,Honda,CR-V,12.3,10.0,11.25,Japanese,5565.2,0.37,Ultra Low/Weekend,3038.0
2008 GMC Acadia,5900,152000.0,0,https://www.craigslist.org/view/d/delta-east-2008-gmc-acadia/djdq1ZAS24r7ovZRNcKhsH,excellent,gas,,clean,automatic,SUV,,,Delta,,,2008.0,18.0,GMC,Acadia,14.85,10.15,12.7,American,8444.4,0.56,Below Average,3429.0
Mazda 3 2014,5700,200.0,0,https://www.craigslist.org/view/d/burnaby-mazda/wceh4fU84WzQE6g6pkfpTP,,gas,,rebuilt,automatic,sedan,,,Burnaby,,,2014.0,12.0,Mazda,Mazda3,8.2,5.9,7.2,Japanese,16.7,0.0,Ultra Low/Weekend,1944.0
1988 Ford Mustang LX 5.0,20000,87000.0,0,https://www.craigslist.org/view/d/vancouver-1988-ford-mustang-lx-50/pd3Ry3WJuXnvT34UGwsyDn,excellent,gas,red,clean,automatic,convertible,8.0,rwd,Vancouver,,,1988.0,38.0,Ford,Mustang,,,,American,2289.5,0.15,Ultra Low/Weekend,
